11:28:41.373 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
11:28:58.078 [RMI TCP Connection(1)-192.168.72.1] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
11:28:58.121 [RMI TCP Connection(2)-192.168.72.1] INFO  c.z.h.HikariDataSource - [getConnection,110] - HikariPool-1 - Starting...
11:28:59.156 [RMI TCP Connection(2)-192.168.72.1] INFO  c.z.h.HikariDataSource - [getConnection,123] - HikariPool-1 - Start completed.
11:45:15.211 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,94] - De-registering from Nacos Server now...
11:45:15.216 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,114] - De-registration finished.
11:45:15.530 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,454] - Shutdown rpc client, set status to shutdown
11:45:15.531 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,456] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@10d8bb3[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
11:45:15.531 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [closeConnection,591] - Close current connection 1660404531179_127.0.0.1_58881
11:45:15.532 [nacos-grpc-client-executor-213] INFO  c.a.n.c.r.c.g.GrpcClient - [printIfInfoEnabled,60] - [1660404531179_127.0.0.1_58881]Ignore complete event,isRunning:false,isAbandon=false
11:45:15.534 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,85] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@354beab3[Running, pool size = 5, active threads = 0, queued tasks = 0, completed tasks = 214]
11:45:15.663 [SpringApplicationShutdownHook] INFO  c.z.h.HikariDataSource - [close,350] - HikariPool-1 - Shutdown initiated...
11:45:15.672 [SpringApplicationShutdownHook] INFO  c.z.h.HikariDataSource - [close,352] - HikariPool-1 - Shutdown completed.
